fold,acc,sen,spec,f1
42,                     64.2,                     39.1,                     83.3,                     48.6
56,                     47.199999999999996,                     20.0,                     71.39999999999999,                     26.3
96,                     47.199999999999996,                     27.3,                     61.3,                     30.0
100,                     62.3,                     52.400000000000006,                     68.8,                     52.400000000000006
777,                     52.800000000000004,                     28.599999999999998,                     68.8,                     32.4
avg,                 54.74,                 33.48,                 70.72,                 37.94
std,                 8.13,                 12.58,                 7.98,                 11.75
