fold,acc,sen,spec,f1
42,                     62.3,                     52.2,                     70.0,                     54.50000000000001
56,                     52.800000000000004,                     44.0,                     60.699999999999996,                     46.800000000000004
96,                     52.800000000000004,                     63.6,                     45.2,                     52.800000000000004
100,                     60.4,                     61.9,                     59.4,                     55.300000000000004
777,                     67.9,                     61.9,                     71.89999999999999,                     60.5
avg,                 59.24,                 56.72,                 61.44,                 53.98
std,                 6.49,                 8.41,                 10.62,                 4.94
