fold,acc,sen,spec,f1
42,                     60.4,                     43.5,                     73.3,                     48.8
56,                     54.7,                     48.0,                     60.699999999999996,                     50.0
96,                     45.300000000000004,                     54.50000000000001,                     38.7,                     45.300000000000004
100,                     60.4,                     61.9,                     59.4,                     55.300000000000004
777,                     56.599999999999994,                     42.9,                     65.60000000000001,                     43.9
avg,                 55.48,                 50.16,                 59.54,                 48.66
std,                 6.20,                 8.04,                 12.86,                 4.47
