fold,acc,sen,spec,f1
42,                     56.599999999999994,                     52.2,                     60.0,                     51.1
56,                     56.599999999999994,                     52.0,                     60.699999999999996,                     53.1
96,                     58.5,                     59.099999999999994,                     58.099999999999994,                     54.2
100,                     71.7,                     57.099999999999994,                     81.2,                     61.5
777,                     67.9,                     61.9,                     71.89999999999999,                     60.5
avg,                 62.26,                 56.46,                 66.38,                 56.08
std,                 7.06,                 4.33,                 9.89,                 4.64
