fold,acc,sen,spec,f1
42,                     64.2,                     56.49999999999999,                     70.0,                     57.8
56,                     50.9,                     40.0,                     60.699999999999996,                     43.5
96,                     52.800000000000004,                     63.6,                     45.2,                     52.800000000000004
100,                     62.3,                     71.39999999999999,                     56.2,                     60.0
777,                     66.0,                     61.9,                     68.8,                     59.099999999999994
avg,                 59.24,                 58.68,                 60.18,                 54.64
std,                 6.90,                 11.73,                 10.14,                 6.82
