fold,acc,sen,spec,f1
42,                     71.7,                     47.8,                     90.0,                     59.5
56,                     64.2,                     44.0,                     82.1,                     53.7
96,                     62.3,                     40.9,                     77.4,                     47.4
100,                     67.9,                     47.599999999999994,                     81.2,                     54.1
777,                     58.5,                     42.9,                     68.8,                     45.0
avg,                 64.92,                 44.64,                 79.90,                 51.94
std,                 5.09,                 3.01,                 7.71,                 5.78
