fold,acc,sen,spec,f1
42,                     58.5,                     52.2,                     63.3,                     52.2
56,                     47.199999999999996,                     28.000000000000004,                     64.3,                     33.300000000000004
96,                     56.599999999999994,                     36.4,                     71.0,                     41.0
100,                     56.599999999999994,                     38.1,                     68.8,                     41.0
777,                     64.2,                     33.300000000000004,                     84.39999999999999,                     42.4
avg,                 56.62,                 37.60,                 70.36,                 41.98
std,                 6.12,                 9.02,                 8.46,                 6.74
