fold,acc,sen,spec,f1
42,                     69.8,                     56.49999999999999,                     80.0,                     61.9
56,                     60.4,                     56.00000000000001,                     64.3,                     57.099999999999994
96,                     75.5,                     63.6,                     83.89999999999999,                     68.30000000000001
100,                     64.2,                     52.400000000000006,                     71.89999999999999,                     53.7
777,                     71.7,                     66.7,                     75.0,                     65.10000000000001
avg,                 68.32,                 59.04,                 75.02,                 61.22
std,                 6.02,                 5.90,                 7.55,                 5.90
