fold,acc,sen,spec,f1
42,                     67.9,                     56.49999999999999,                     76.7,                     60.5
56,                     62.3,                     36.0,                     85.7,                     47.4
96,                     71.7,                     59.099999999999994,                     80.60000000000001,                     63.4
100,                     75.5,                     71.39999999999999,                     78.10000000000001,                     69.8
777,                     69.8,                     52.400000000000006,                     81.2,                     57.9
avg,                 69.44,                 55.08,                 80.46,                 59.80
std,                 4.88,                 12.80,                 3.45,                 8.23
