fold,acc,sen,spec,f1
42,                     62.3,                     65.2,                     60.0,                     60.0
56,                     64.2,                     48.0,                     78.60000000000001,                     55.800000000000004
96,                     79.2,                     59.099999999999994,                     93.5,                     70.3
100,                     60.4,                     42.9,                     71.89999999999999,                     46.2
777,                     62.3,                     61.9,                     62.5,                     56.49999999999999
avg,                 65.68,                 55.42,                 73.30,                 57.76
std,                 7.68,                 9.53,                 13.52,                 8.68
