fold,acc,sen,spec,f1
42,                     60.4,                     52.2,                     66.7,                     53.300000000000004
56,                     52.800000000000004,                     60.0,                     46.400000000000006,                     54.50000000000001
96,                     50.9,                     63.6,                     41.9,                     51.9
100,                     58.5,                     61.9,                     56.2,                     54.2
777,                     62.3,                     52.400000000000006,                     68.8,                     52.400000000000006
avg,                 56.98,                 58.02,                 56.00,                 53.26
std,                 4.92,                 5.38,                 11.93,                 1.12
