fold,acc,sen,spec,f1
42,                     67.9,                     65.2,                     70.0,                     63.800000000000004
56,                     62.3,                     56.00000000000001,                     67.9,                     58.3
96,                     77.4,                     68.2,                     83.89999999999999,                     71.39999999999999
100,                     67.9,                     57.099999999999994,                     75.0,                     58.5
777,                     66.0,                     61.9,                     68.8,                     59.099999999999994
avg,                 68.30,                 61.68,                 73.12,                 62.22
std,                 5.58,                 5.20,                 6.62,                 5.61
