fold,acc,sen,spec,f1
42,                     58.5,                     60.9,                     56.699999999999996,                     56.00000000000001
56,                     60.4,                     32.0,                     85.7,                     43.2
96,                     66.0,                     54.50000000000001,                     74.2,                     57.099999999999994
100,                     73.6,                     33.300000000000004,                     100.0,                     50.0
777,                     54.7,                     38.1,                     65.60000000000001,                     40.0
avg,                 62.64,                 43.76,                 76.44,                 49.26
std,                 7.36,                 13.12,                 16.98,                 7.58
