fold,acc,sen,spec,f1
42,                     69.8,                     52.2,                     83.3,                     60.0
56,                     62.3,                     40.0,                     82.1,                     50.0
96,                     64.2,                     50.0,                     74.2,                     53.7
100,                     66.0,                     57.099999999999994,                     71.89999999999999,                     57.099999999999994
777,                     56.599999999999994,                     38.1,                     68.8,                     41.0
avg,                 63.78,                 47.48,                 76.06,                 52.36
std,                 4.88,                 8.14,                 6.37,                 7.37
