fold,acc,sen,spec,f1
42,                     58.5,                     56.49999999999999,                     60.0,                     54.2
56,                     56.599999999999994,                     52.0,                     60.699999999999996,                     53.1
96,                     60.4,                     63.6,                     58.099999999999994,                     57.099999999999994
100,                     71.7,                     61.9,                     78.10000000000001,                     63.4
777,                     66.0,                     57.099999999999994,                     71.89999999999999,                     57.099999999999994
avg,                 62.64,                 58.22,                 65.76,                 56.98
std,                 6.16,                 4.62,                 8.77,                 4.00
