fold,acc,sen,spec,f1
42,                     66.0,                     43.5,                     83.3,                     52.6
56,                     58.5,                     52.0,                     64.3,                     54.2
96,                     58.5,                     13.600000000000001,                     90.3,                     21.4
100,                     62.3,                     42.9,                     75.0,                     47.4
777,                     62.3,                     33.300000000000004,                     81.2,                     41.199999999999996
avg,                 61.52,                 37.06,                 78.82,                 43.36
std,                 3.14,                 14.69,                 9.78,                 13.29
