fold,acc,sen,spec,f1
42,                     66.0,                     60.9,                     70.0,                     60.9
56,                     60.4,                     44.0,                     75.0,                     51.2
96,                     52.800000000000004,                     54.50000000000001,                     51.6,                     49.0
100,                     58.5,                     57.099999999999994,                     59.4,                     52.2
777,                     64.2,                     61.9,                     65.60000000000001,                     57.8
avg,                 60.38,                 55.68,                 64.32,                 54.22
std,                 5.18,                 7.17,                 9.14,                 4.95
