fold,acc,sen,spec,f1
42,                     67.9,                     47.8,                     83.3,                     56.39999999999999
56,                     49.1,                     56.00000000000001,                     42.9,                     50.9
96,                     34.0,                     50.0,                     22.6,                     38.6
100,                     56.599999999999994,                     57.099999999999994,                     56.2,                     51.1
777,                     60.4,                     66.7,                     56.2,                     57.099999999999994
avg,                 53.60,                 55.52,                 52.24,                 50.82
std,                 12.89,                 7.38,                 22.15,                 7.42
