fold,acc,sen,spec,f1
42,                     66.0,                     52.2,                     76.7,                     57.099999999999994
56,                     60.4,                     44.0,                     75.0,                     51.2
96,                     81.10000000000001,                     68.2,                     90.3,                     75.0
100,                     71.7,                     57.099999999999994,                     81.2,                     61.5
777,                     69.8,                     52.400000000000006,                     81.2,                     57.9
avg,                 69.80,                 54.78,                 80.88,                 60.54
std,                 7.65,                 8.86,                 5.94,                 8.89
