fold,acc,sen,spec,f1
42,                     54.7,                     52.2,                     56.699999999999996,                     50.0
56,                     54.7,                     48.0,                     60.699999999999996,                     50.0
96,                     56.599999999999994,                     59.099999999999994,                     54.800000000000004,                     53.1
100,                     69.8,                     57.099999999999994,                     78.10000000000001,                     60.0
777,                     56.599999999999994,                     66.7,                     50.0,                     54.900000000000006
avg,                 58.48,                 56.62,                 60.06,                 53.60
std,                 6.40,                 7.10,                 10.79,                 4.15
