fold,acc,sen,spec,f1
42,                     64.2,                     56.49999999999999,                     70.0,                     57.8
56,                     52.800000000000004,                     40.0,                     64.3,                     44.4
96,                     52.800000000000004,                     63.6,                     45.2,                     52.800000000000004
100,                     60.4,                     66.7,                     56.2,                     57.099999999999994
777,                     66.0,                     61.9,                     68.8,                     59.099999999999994
avg,                 59.24,                 57.74,                 60.90,                 54.24
std,                 6.22,                 10.59,                 10.31,                 5.99
