fold,acc,sen,spec,f1
42,                     66.0,                     52.2,                     76.7,                     57.099999999999994
56,                     52.800000000000004,                     28.000000000000004,                     75.0,                     35.9
96,                     75.5,                     59.099999999999994,                     87.1,                     66.7
100,                     73.6,                     71.39999999999999,                     75.0,                     68.2
777,                     71.7,                     57.099999999999994,                     81.2,                     61.5
avg,                 67.92,                 53.56,                 79.00,                 57.88
std,                 9.17,                 15.94,                 5.19,                 13.05
