fold,acc,sen,spec,f1
42,                     62.3,                     60.9,                     63.3,                     58.3
56,                     56.599999999999994,                     40.0,                     71.39999999999999,                     46.5
96,                     52.800000000000004,                     54.50000000000001,                     51.6,                     49.0
100,                     62.3,                     61.9,                     62.5,                     56.49999999999999
777,                     64.2,                     61.9,                     65.60000000000001,                     57.8
avg,                 59.64,                 55.84,                 62.88,                 53.62
std,                 4.77,                 9.38,                 7.20,                 5.47
