epoch, loss, acc, sen, spec, F1
1,0.7186943122318813,0.4642857142857143,0.6862745098039216,0.2786885245901639,0.5384615384615384
2,0.7245291301182338,0.4107142857142857,0.6041666666666666,0.265625,0.46774193548387094
3,0.6908120342663356,0.5,0.8,0.25806451612903225,0.5882352941176471
4,0.6910862752369472,0.5446428571428571,0.803921568627451,0.32786885245901637,0.6165413533834586
5,0.6948738012995038,0.49107142857142855,0.7058823529411765,0.3114754098360656,0.5581395348837209
6,0.6765583668436322,0.5267857142857143,0.76,0.3387096774193548,0.5891472868217055
7,0.6737264309610639,0.5446428571428571,0.76,0.3709677419354839,0.5984251968503937
8,0.6705585036958966,0.5446428571428571,0.75,0.36666666666666664,0.6046511627906976
9,0.6565791538783482,0.5714285714285714,0.78,0.4032258064516129,0.6190476190476191
10,0.6403820003782,0.6071428571428571,0.8235294117647058,0.4262295081967213,0.65625
11,0.6494445375033787,0.6339285714285714,0.82,0.4838709677419355,0.6666666666666666
12,0.6383024965013776,0.625,0.8333333333333334,0.46875,0.6557377049180327
13,0.6426817178726196,0.6339285714285714,0.8163265306122449,0.49206349206349204,0.6611570247933884
14,0.6461027690342495,0.6071428571428571,0.8125,0.453125,0.639344262295082
15,0.6156113828931536,0.6696428571428571,0.8541666666666666,0.53125,0.6890756302521008
16,0.6137138179370335,0.6428571428571429,0.8571428571428571,0.47619047619047616,0.6774193548387096
17,0.6072653021131244,0.6517857142857143,0.7959183673469388,0.5396825396825397,0.6666666666666666
18,0.600590535572597,0.7142857142857143,0.8627450980392157,0.5901639344262295,0.7333333333333333
19,0.5844267180987767,0.7053571428571429,0.88,0.5645161290322581,0.7272727272727273
20,0.6011854239872524,0.6696428571428571,0.8571428571428571,0.5238095238095238,0.6942148760330579
21,0.5988151260784694,0.6785714285714286,0.86,0.532258064516129,0.7049180327868853
22,0.5878468496458871,0.6964285714285714,0.8367346938775511,0.5873015873015873,0.7068965517241379
23,0.5927672897066388,0.6875,0.8163265306122449,0.5873015873015873,0.6956521739130435
24,0.5514187983104161,0.75,0.86,0.6612903225806451,0.7543859649122807
25,0.5422354553427015,0.7767857142857143,0.8823529411764706,0.6885245901639344,0.782608695652174
26,0.5483957997390202,0.7321428571428571,0.86,0.6290322580645161,0.7413793103448276
27,0.5553756271089826,0.7678571428571429,0.8823529411764706,0.6721311475409836,0.7758620689655172
28,0.5665645045893533,0.7232142857142857,0.8297872340425532,0.6461538461538462,0.7155963302752294
29,0.5329972122396741,0.7946428571428571,0.8979591836734694,0.7142857142857143,0.7927927927927928
30,0.5204209302152906,0.7946428571428571,0.9215686274509803,0.6885245901639344,0.8034188034188035
31,0.5296514417443957,0.7946428571428571,0.9183673469387755,0.6984126984126984,0.7964601769911505
32,0.5081959579672132,0.8035714285714286,0.9183673469387755,0.7142857142857143,0.8035714285714286
33,0.5059445457799094,0.8214285714285714,0.9183673469387755,0.746031746031746,0.8181818181818182
34,0.5129880266530173,0.8125,0.8958333333333334,0.75,0.8037383177570093
35,0.5268858671188354,0.7678571428571429,0.84,0.7096774193548387,0.7636363636363637
36,0.5009359206472125,0.8035714285714286,0.8775510204081632,0.746031746031746,0.7962962962962963
37,0.5015557365758079,0.8303571428571429,0.9361702127659575,0.7538461538461538,0.822429906542056
38,0.48989562903131756,0.8571428571428571,0.96,0.7741935483870968,0.8571428571428571
39,0.5082091093063354,0.8035714285714286,0.88,0.7419354838709677,0.8
40,0.47907148940222605,0.8392857142857143,0.9,0.7903225806451613,0.8333333333333334
41,0.5039573184081486,0.8392857142857143,0.9183673469387755,0.7777777777777778,0.8333333333333334
42,0.4896463453769684,0.8035714285714286,0.8775510204081632,0.746031746031746,0.7962962962962963
