fold,acc,sen,spec,f1
42,                     62.3,                     60.9,                     63.3,                     58.3
56,                     66.0,                     44.0,                     85.7,                     55.00000000000001
96,                     67.9,                     54.50000000000001,                     77.4,                     58.5
100,                     73.6,                     38.1,                     96.89999999999999,                     53.300000000000004
777,                     60.4,                     52.400000000000006,                     65.60000000000001,                     51.2
avg,                 66.04,                 49.98,                 77.78,                 55.26
std,                 5.16,                 8.98,                 14.02,                 3.17
