fold,acc,sen,spec,f1
42,                     56.599999999999994,                     34.8,                     73.3,                     41.0
56,                     45.300000000000004,                     40.0,                     50.0,                     40.8
96,                     45.300000000000004,                     50.0,                     41.9,                     43.1
100,                     56.599999999999994,                     66.7,                     50.0,                     54.900000000000006
777,                     52.800000000000004,                     47.599999999999994,                     56.2,                     44.4
avg,                 51.32,                 47.82,                 54.28,                 44.84
std,                 5.71,                 12.16,                 11.78,                 5.82
