fold,acc,sen,spec,f1
42,                     69.8,                     47.8,                     86.7,                     57.9
56,                     66.0,                     44.0,                     85.7,                     55.00000000000001
96,                     67.9,                     59.099999999999994,                     74.2,                     60.5
100,                     60.4,                     47.599999999999994,                     68.8,                     48.8
777,                     60.4,                     47.599999999999994,                     68.8,                     48.8
avg,                 64.90,                 49.22,                 76.84,                 54.20
std,                 4.32,                 5.75,                 8.83,                 5.30
