fold,acc,sen,spec,f1
42,                     64.2,                     52.2,                     73.3,                     55.800000000000004
56,                     71.7,                     64.0,                     78.60000000000001,                     68.10000000000001
96,                     73.6,                     63.6,                     80.60000000000001,                     66.7
100,                     67.9,                     85.7,                     56.2,                     67.9
777,                     64.2,                     61.9,                     65.60000000000001,                     57.8
avg,                 68.32,                 65.48,                 70.86,                 63.26
std,                 4.28,                 12.29,                 10.04,                 5.96
