fold,acc,sen,spec,f1
42,                     64.2,                     47.8,                     76.7,                     53.7
56,                     58.5,                     52.0,                     64.3,                     54.2
96,                     43.4,                     54.50000000000001,                     35.5,                     44.4
100,                     60.4,                     61.9,                     59.4,                     55.300000000000004
777,                     58.5,                     57.099999999999994,                     59.4,                     52.2
avg,                 57.00,                 54.66,                 59.06,                 51.96
std,                 7.95,                 5.30,                 14.95,                 4.37
