fold,acc,sen,spec,f1
42,                     67.9,                     56.49999999999999,                     76.7,                     60.5
56,                     56.599999999999994,                     28.000000000000004,                     82.1,                     37.8
96,                     75.5,                     63.6,                     83.89999999999999,                     68.30000000000001
100,                     69.8,                     66.7,                     71.89999999999999,                     63.6
777,                     66.0,                     52.400000000000006,                     75.0,                     55.00000000000001
avg,                 67.16,                 53.44,                 77.92,                 57.04
std,                 6.89,                 15.30,                 4.99,                 11.79
