fold,acc,sen,spec,f1
42,                     60.4,                     56.49999999999999,                     63.3,                     55.300000000000004
56,                     56.599999999999994,                     52.0,                     60.699999999999996,                     53.1
96,                     60.4,                     63.6,                     58.099999999999994,                     57.099999999999994
100,                     73.6,                     61.9,                     81.2,                     65.0
777,                     67.9,                     61.9,                     71.89999999999999,                     60.5
avg,                 63.78,                 59.18,                 67.04,                 58.20
std,                 6.85,                 4.82,                 9.46,                 4.67
